# t [orb]   torque   torque_smoothing   torque_M2
3.24806e+00   -2.07534e-06   -1.30059e-07   -8.73519e-05
3.25624e+00   -2.07568e-06   -1.46485e-07   -1.49039e-04
3.26409e+00   -2.07591e-06   -1.29591e-07   -2.07705e-04
3.27227e+00   -2.07606e-06   -1.27125e-07   -2.68389e-04
3.28013e+00   -2.07612e-06   -1.50075e-07   -3.26215e-04
3.28831e+00   -2.07610e-06   -1.25263e-07   -3.85853e-04
3.29616e+00   -2.07600e-06   -1.09664e-07   -4.42438e-04
3.30401e+00   -2.07582e-06   -1.50954e-07   -4.97659e-04
3.31219e+00   -2.07556e-06   -1.42761e-07   -5.53971e-04
3.32005e+00   -2.07525e-06   -1.34553e-07   -6.06753e-04
3.32823e+00   -2.07486e-06   -1.26312e-07   -6.60346e-04
3.33608e+00   -2.07442e-06   -1.44843e-07   -7.10156e-04
3.34426e+00   -2.07392e-06   -1.24721e-07   -7.59883e-04
3.35212e+00   -2.07339e-06   -1.56323e-07   -8.05738e-04
3.36030e+00   -2.07281e-06   -1.33026e-07   -8.51408e-04
3.36815e+00   -2.07221e-06   -1.35336e-07   -8.93178e-04
3.37600e+00   -2.07158e-06   -1.45807e-07   -9.32558e-04
3.38418e+00   -2.07091e-06   -1.43113e-07   -9.70824e-04
3.39204e+00   -2.07024e-06   -1.41754e-07   -1.00508e-03
3.40022e+00   -2.06953e-06   -1.38220e-07   -1.03809e-03
3.40807e+00   -2.06884e-06   -1.45994e-07   -1.06728e-03
3.41625e+00   -2.06812e-06   -1.29946e-07   -1.09439e-03
3.42411e+00   -2.06742e-06   -1.14758e-07   -1.11727e-03
3.43229e+00   -2.06670e-06   -1.34977e-07   -1.13813e-03
3.44014e+00   -2.06602e-06   -1.57733e-07   -1.15520e-03
3.44832e+00   -2.06533e-06   -1.45641e-07   -1.16987e-03
3.45618e+00   -2.06468e-06   -1.33022e-07   -1.18077e-03
3.46403e+00   -2.06406e-06   -1.42837e-07   -1.18860e-03
3.47221e+00   -2.06343e-06   -1.30311e-07   -1.19352e-03
3.48006e+00   -2.06286e-06   -1.41348e-07   -1.19518e-03
3.48824e+00   -2.06229e-06   -1.29585e-07   -1.19359e-03
3.49610e+00   -2.06178e-06   -1.42513e-07   -1.18901e-03
3.50428e+00   -2.06128e-06   -1.20951e-07   -1.18103e-03
3.51213e+00   -2.06084e-06   -1.24361e-07   -1.17035e-03
3.52031e+00   -2.06041e-06   -1.21937e-07   -1.15611e-03
3.52816e+00   -2.06004e-06   -1.32150e-07   -1.13942e-03
3.53602e+00   -2.05971e-06   -1.35708e-07   -1.12001e-03
3.54420e+00   -2.05941e-06   -1.60875e-07   -1.09687e-03
3.55205e+00   -2.05915e-06   -1.41026e-07   -1.07196e-03
3.56023e+00   -2.05893e-06   -1.23790e-07   -1.04315e-03
3.56808e+00   -2.05877e-06   -1.31647e-07   -1.01288e-03
3.57626e+00   -2.05863e-06   -1.44726e-07   -9.78919e-04
3.58411e+00   -2.05855e-06   -1.30139e-07   -9.43903e-04
3.59229e+00   -2.05850e-06   -1.30175e-07   -9.05071e-04
3.60014e+00   -2.05850e-06   -1.22396e-07   -8.65412e-04
3.60832e+00   -2.05853e-06   -1.16017e-07   -8.22063e-04
3.61618e+00   -2.05861e-06   -1.38290e-07   -7.78639e-04
3.62403e+00   -2.05872e-06   -1.15280e-07   -7.33315e-04
3.63221e+00   -2.05888e-06   -1.16559e-07   -6.84248e-04
3.64006e+00   -2.05906e-06   -1.30605e-07   -6.35362e-04
3.64824e+00   -2.05929e-06   -1.63733e-07   -5.83149e-04
3.65609e+00   -2.05954e-06   -1.52713e-07   -5.31671e-04
3.66427e+00   -2.05983e-06   -1.37394e-07   -4.76628e-04
3.67212e+00   -2.06014e-06   -1.40615e-07   -4.22539e-04
3.68030e+00   -2.06050e-06   -1.41670e-07   -3.65037e-04
3.68815e+00   -2.06087e-06   -1.24196e-07   -3.09361e-04
3.69600e+00   -2.06127e-06   -1.49333e-07   -2.52852e-04
3.70418e+00   -2.06172e-06   -1.19637e-07   -1.93202e-04
3.71203e+00   -2.06216e-06   -1.63151e-07   -1.35281e-04
3.72021e+00   -2.06266e-06   -1.46393e-07   -7.46315e-05
3.72806e+00   -2.06315e-06   -1.30350e-07   -1.65037e-05
3.73624e+00   -2.06368e-06   -1.24261e-07   4.43665e-05
3.74409e+00   -2.06421e-06   -1.36991e-07   1.02914e-04
3.75227e+00   -2.06478e-06   -1.28629e-07   1.63883e-04
3.76012e+00   -2.06533e-06   -1.27723e-07   2.21921e-04
3.76830e+00   -2.06592e-06   -1.38914e-07   2.81743e-04
3.77615e+00   -2.06649e-06   -1.47198e-07   3.38865e-04
3.78401e+00   -2.06707e-06   -1.39355e-07   3.95394e-04
3.79219e+00   -2.06768e-06   -1.44205e-07   4.53539e-04
3.80004e+00   -2.06827e-06   -1.46051e-07   5.08179e-04
3.80822e+00   -2.06889e-06   -1.06487e-07   5.63925e-04
3.81607e+00   -2.06949e-06   -1.52767e-07   6.16499e-04
3.82425e+00   -2.07010e-06   -1.41588e-07   6.70058e-04
3.83210e+00   -2.07070e-06   -1.29520e-07   7.19938e-04
3.84028e+00   -2.07130e-06   -1.31158e-07   7.70084e-04
3.84814e+00   -2.07188e-06   -1.19905e-07   8.16629e-04
3.85632e+00   -2.07247e-06   -9.95467e-08   8.63449e-04
3.86417e+00   -2.07302e-06   -1.34478e-07   9.06571e-04
3.87202e+00   -2.07356e-06   -1.38916e-07   9.47574e-04
3.88020e+00   -2.07409e-06   -1.46138e-07   9.87995e-04
3.88805e+00   -2.07460e-06   -1.29885e-07   1.02470e-03
3.89623e+00   -2.07510e-06   -1.46283e-07   1.06076e-03
3.90409e+00   -2.07556e-06   -1.61109e-07   1.09301e-03
3.91227e+00   -2.07602e-06   -1.31317e-07   1.12381e-03
3.92012e+00   -2.07643e-06   -1.71525e-07   1.15085e-03
3.92830e+00   -2.07684e-06   -1.38600e-07   1.17640e-03
3.93615e+00   -2.07721e-06   -1.37739e-07   1.19842e-03
3.94400e+00   -2.07755e-06   -1.14243e-07   1.21765e-03
3.95218e+00   -2.07787e-06   -1.34268e-07   1.23468e-03
3.96004e+00   -2.07814e-06   -1.29224e-07   1.24829e-03
3.96822e+00   -2.07840e-06   -1.37990e-07   1.25955e-03
3.97607e+00   -2.07862e-06   -1.41225e-07   1.26758e-03
3.98425e+00   -2.07881e-06   -1.15671e-07   1.27273e-03
3.99210e+00   -2.07896e-06   -1.20208e-07   1.27473e-03
4.00028e+00   -2.07908e-06   -1.48140e-07   1.27385e-03
4.00813e+00   -2.07917e-06   -1.65925e-07   1.27016e-03
4.01631e+00   -2.07922e-06   -1.21695e-07   1.26333e-03
4.02416e+00   -2.07925e-06   -1.52466e-07   1.25370e-03
4.03201e+00   -2.07924e-06   -1.47663e-07   1.24134e-03
4.04019e+00   -2.07919e-06   -1.44205e-07   1.22558e-03
4.04804e+00   -2.07912e-06   -1.37919e-07   1.20769e-03
4.05622e+00   -2.07901e-06   -1.56767e-07   1.18620e-03
4.06407e+00   -2.07887e-06   -1.30855e-07   1.16271e-03
4.07225e+00   -2.07870e-06   -1.06198e-07   1.13568e-03
4.08010e+00   -2.07850e-06   -1.36814e-07   1.10715e-03
4.08828e+00   -2.07827e-06   -1.35926e-07   1.07488e-03
4.09613e+00   -2.07802e-06   -1.27873e-07   1.04143e-03
4.10431e+00   -2.07772e-06   -1.30906e-07   1.00409e-03
4.11216e+00   -2.07741e-06   -1.51620e-07   9.66244e-04
4.12001e+00   -2.07707e-06   -1.28367e-07   9.26226e-04
4.12819e+00   -2.07670e-06   -1.43878e-07   8.82429e-04
4.13604e+00   -2.07632e-06   -1.54842e-07   8.38329e-04
4.14421e+00   -2.07590e-06   -1.35484e-07   7.90561e-04
4.15206e+00   -2.07548e-06   -1.37011e-07   7.43205e-04
4.16024e+00   -2.07501e-06   -1.35874e-07   6.92076e-04
4.16809e+00   -2.07455e-06   -1.27180e-07   6.41518e-04
4.17627e+00   -2.07405e-06   -1.17594e-07   5.87333e-04
4.18412e+00   -2.07356e-06   -1.35613e-07   5.34264e-04
4.19230e+00   -2.07304e-06   -1.28070e-07   4.77971e-04
4.20015e+00   -2.07252e-06   -1.23312e-07   4.22816e-04
4.20832e+00   -2.07198e-06   -1.45324e-07   3.64522e-04
4.21617e+00   -2.07144e-06   -1.54191e-07   3.07808e-04
4.22402e+00   -2.07091e-06   -1.47358e-07   2.50770e-04
4.23220e+00   -2.07035e-06   -1.33217e-07   1.90936e-04
4.24005e+00   -2.06982e-06   -1.42110e-07   1.33045e-04
4.24823e+00   -2.06927e-06   -1.35392e-07   7.26163e-05
4.25608e+00   -2.06875e-06   -1.36212e-07   1.46707e-05
4.26425e+00   -2.06821e-06   -1.14915e-07   -4.53277e-05
4.27211e+00   -2.06771e-06   -1.47953e-07   -1.02720e-04
4.28028e+00   -2.06721e-06   -1.45568e-07   -1.62155e-04
4.28813e+00   -2.06675e-06   -1.30537e-07   -2.18584e-04
4.29631e+00   -2.06629e-06   -1.54406e-07   -2.76502e-04
4.30416e+00   -2.06588e-06   -1.48172e-07   -3.31256e-04
4.31201e+00   -2.06549e-06   -1.59583e-07   -3.85142e-04
4.32019e+00   -2.06512e-06   -1.20256e-07   -4.40198e-04
4.32804e+00   -2.06480e-06   -1.40648e-07   -4.91755e-04
4.33622e+00   -2.06451e-06   -1.18107e-07   -5.43851e-04
4.34408e+00   -2.06426e-06   -1.34096e-07   -5.92319e-04
4.35225e+00   -2.06405e-06   -1.40514e-07   -6.41255e-04
4.36011e+00   -2.06389e-06   -1.31523e-07   -6.86534e-04
4.36829e+00   -2.06377e-06   -1.08230e-07   -7.31618e-04
4.37614e+00   -2.06370e-06   -1.37658e-07   -7.72859e-04
4.38432e+00   -2.06368e-06   -1.31299e-07   -8.13729e-04
4.39217e+00   -2.06372e-06   -1.38121e-07   -8.50907e-04
4.40002e+00   -2.06380e-06   -1.46455e-07   -8.85961e-04
4.40821e+00   -2.06393e-06   -1.36123e-07   -9.19734e-04
4.41606e+00   -2.06411e-06   -1.36578e-07   -9.49585e-04
4.42424e+00   -2.06434e-06   -1.17102e-07   -9.78148e-04
4.43209e+00   -2.06460e-06   -1.57006e-07   -1.00310e-03
4.44027e+00   -2.06492e-06   -1.10085e-07   -1.02635e-03
4.44813e+00   -2.06526e-06   -1.21892e-07   -1.04564e-03
4.45631e+00   -2.06566e-06   -1.56323e-07   -1.06290e-03
4.46416e+00   -2.06608e-06   -1.28481e-07   -1.07672e-03
4.47202e+00   -2.06652e-06   -1.38657e-07   -1.08789e-03
4.48020e+00   -2.06701e-06   -1.40268e-07   -1.09644e-03
4.48805e+00   -2.06751e-06   -1.48196e-07   -1.10145e-03
4.49624e+00   -2.06804e-06   -1.35482e-07   -1.10379e-03
4.50409e+00   -2.06857e-06   -1.16136e-07   -1.10313e-03
4.51227e+00   -2.06914e-06   -1.38832e-07   -1.09952e-03
4.52013e+00   -2.06968e-06   -1.52076e-07   -1.09304e-03
4.52831e+00   -2.07024e-06   -1.37478e-07   -1.08310e-03
4.53617e+00   -2.07077e-06   -1.56486e-07   -1.07084e-03
4.54402e+00   -2.07129e-06   -1.29929e-07   -1.05581e-03
4.55220e+00   -2.07181e-06   -1.11125e-07   -1.03735e-03
4.56006e+00   -2.07228e-06   -1.44899e-07   -1.01676e-03
4.56824e+00   -2.07275e-06   -1.56557e-07   -9.92459e-04
4.57609e+00   -2.07317e-06   -1.39866e-07   -9.66711e-04
4.58428e+00   -2.07357e-06   -1.22166e-07   -9.37172e-04
4.59213e+00   -2.07392e-06   -1.59740e-07   -9.06360e-04
4.60031e+00   -2.07425e-06   -1.30806e-07   -8.71736e-04
4.60817e+00   -2.07451e-06   -1.30744e-07   -8.36291e-04
4.61602e+00   -2.07474e-06   -1.40885e-07   -7.98781e-04
4.62420e+00   -2.07492e-06   -1.15182e-07   -7.57430e-04
4.63206e+00   -2.07505e-06   -1.42756e-07   -7.15758e-04
4.64024e+00   -2.07513e-06   -1.43865e-07   -6.70419e-04
4.64809e+00   -2.07515e-06   -1.44534e-07   -6.25345e-04
4.65627e+00   -2.07512e-06   -1.25930e-07   -5.76655e-04
4.66413e+00   -2.07504e-06   -1.31502e-07   -5.28341e-04
4.67231e+00   -2.07490e-06   -1.50661e-07   -4.76583e-04
4.68016e+00   -2.07472e-06   -1.38787e-07   -4.25789e-04
4.68801e+00   -2.07450e-06   -1.46408e-07   -3.74089e-04
4.69619e+00   -2.07421e-06   -1.62850e-07   -3.19093e-04
4.70405e+00   -2.07390e-06   -1.68720e-07   -2.65409e-04
4.71223e+00   -2.07354e-06   -1.31028e-07   -2.08775e-04
4.72008e+00   -2.07315e-06   -1.46816e-07   -1.54067e-04
4.72826e+00   -2.07272e-06   -1.18888e-07   -9.68227e-05
4.73611e+00   -2.07228e-06   -1.48699e-07   -4.14280e-05
4.74429e+00   -2.07180e-06   -1.32980e-07   1.64346e-05
4.75214e+00   -2.07132e-06   -1.23758e-07   7.17654e-05
4.76032e+00   -2.07079e-06   -1.09631e-07   1.29184e-04
4.76817e+00   -2.07027e-06   -1.32746e-07   1.84015e-04
4.77602e+00   -2.06975e-06   -1.44047e-07   2.38484e-04
4.78419e+00   -2.06921e-06   -1.43741e-07   2.94674e-04
4.79204e+00   -2.06869e-06   -1.31930e-07   3.47699e-04
4.80022e+00   -2.06815e-06   -1.64795e-07   4.01927e-04
4.80807e+00   -2.06765e-06   -1.47061e-07   4.53020e-04
4.81625e+00   -2.06715e-06   -1.24024e-07   5.05187e-04
4.82410e+00   -2.06669e-06   -1.41574e-07   5.54105e-04
4.83227e+00   -2.06625e-06   -1.37627e-07   6.03411e-04
4.84012e+00   -2.06585e-06   -1.49579e-07   6.49124e-04
4.84830e+00   -2.06547e-06   -1.47252e-07   6.95223e-04
4.85615e+00   -2.06514e-06   -1.35809e-07   7.37873e-04
4.86432e+00   -2.06484e-06   -1.35174e-07   7.80384e-04
4.87217e+00   -2.06459e-06   -1.30675e-07   8.19045e-04
4.88002e+00   -2.06438e-06   -1.28148e-07   8.55818e-04
4.88819e+00   -2.06421e-06   -1.22269e-07   8.92105e-04
4.89604e+00   -2.06411e-06   -1.25749e-07   9.24806e-04
4.90421e+00   -2.06405e-06   -1.44904e-07   9.56477e-04
4.91206e+00   -2.06404e-06   -1.53175e-07   9.84405e-04
4.92023e+00   -2.06409e-06   -1.21307e-07   1.01100e-03
4.92808e+00   -2.06420e-06   -1.41285e-07   1.03420e-03
4.93626e+00   -2.06436e-06   -1.13554e-07   1.05594e-03
4.94410e+00   -2.06458e-06   -1.40742e-07   1.07413e-03
4.95228e+00   -2.06486e-06   -1.40307e-07   1.09024e-03
4.96012e+00   -2.06519e-06   -1.23205e-07   1.10317e-03
4.96830e+00   -2.06558e-06   -1.36307e-07   1.11399e-03
4.97614e+00   -2.06600e-06   -1.24377e-07   1.12172e-03
4.98432e+00   -2.06649e-06   -1.34023e-07   1.12681e-03
4.99217e+00   -2.06701e-06   -1.27789e-07   1.12901e-03
5.00001e+00   -2.06757e-06   -1.33302e-07   1.12864e-03
5.00819e+00   -2.06819e-06   -1.19238e-07   1.12553e-03
5.01604e+00   -2.06882e-06   -1.48199e-07   1.11980e-03
5.02421e+00   -2.06952e-06   -1.17374e-07   1.11094e-03
5.03206e+00   -2.07022e-06   -1.38095e-07   1.09989e-03
5.04023e+00   -2.07097e-06   -1.39383e-07   1.08572e-03
5.04808e+00   -2.07172e-06   -1.54650e-07   1.06953e-03
5.05625e+00   -2.07252e-06   -1.50915e-07   1.04981e-03
5.06410e+00   -2.07331e-06   -1.45578e-07   1.02835e-03
5.07228e+00   -2.07413e-06   -1.25095e-07   1.00368e-03
5.08013e+00   -2.07493e-06   -1.55975e-07   9.77611e-04
5.08830e+00   -2.07576e-06   -1.47650e-07   9.47890e-04
5.09615e+00   -2.07655e-06   -1.23445e-07   9.16910e-04
5.10433e+00   -2.07736e-06   -1.33540e-07   8.82445e-04
5.11217e+00   -2.07814e-06   -1.29818e-07   8.47441e-04
5.12002e+00   -2.07889e-06   -1.22294e-07   8.10351e-04
5.12820e+00   -2.07965e-06   -1.50985e-07   7.69451e-04
5.13605e+00   -2.08036e-06   -1.17175e-07   7.28129e-04
5.14423e+00   -2.08107e-06   -1.56007e-07   6.83560e-04
5.15208e+00   -2.08171e-06   -1.45160e-07   6.39228e-04
5.16026e+00   -2.08235e-06   -1.50236e-07   5.91163e-04
5.16811e+00   -2.08291e-06   -1.29447e-07   5.43360e-04
5.17628e+00   -2.08346e-06   -1.45871e-07   4.92163e-04
5.18413e+00   -2.08394e-06   -1.45967e-07   4.41997e-04
5.19231e+00   -2.08439e-06   -1.50023e-07   3.88544e-04
5.20016e+00   -2.08477e-06   -1.26061e-07   3.36006e-04
5.20802e+00   -2.08509e-06   -1.46538e-07   2.82439e-04
5.21620e+00   -2.08537e-06   -1.45058e-07   2.26010e-04
5.22405e+00   -2.08558e-06   -1.21108e-07   1.71456e-04
5.23223e+00   -2.08574e-06   -1.48059e-07   1.13901e-04
5.24008e+00   -2.08583e-06   -1.21465e-07   5.80391e-05
5.24826e+00   -2.08586e-06   -1.62022e-07   -3.85000e-07
5.25611e+00   -2.08583e-06   -1.39088e-07   -5.63557e-05
5.26429e+00   -2.08573e-06   -1.55104e-07   -1.14416e-04
5.27215e+00   -2.08557e-06   -1.20513e-07   -1.70291e-04
5.28000e+00   -2.08535e-06   -1.28375e-07   -2.26031e-04
5.28818e+00   -2.08506e-06   -1.32483e-07   -2.83405e-04
5.29604e+00   -2.08473e-06   -1.51976e-07   -3.37616e-04
5.30422e+00   -2.08432e-06   -1.18779e-07   -3.93164e-04
5.31207e+00   -2.08386e-06   -1.25505e-07   -4.45996e-04
5.32025e+00   -2.08333e-06   -1.21502e-07   -4.99968e-04
5.32811e+00   -2.08278e-06   -1.15993e-07   -5.50256e-04
5.33629e+00   -2.08214e-06   -1.46423e-07   -6.01051e-04
5.34414e+00   -2.08149e-06   -1.31838e-07   -6.48423e-04
5.35233e+00   -2.08075e-06   -1.43148e-07   -6.96532e-04
5.36018e+00   -2.08001e-06   -1.18287e-07   -7.40774e-04
5.36804e+00   -2.07923e-06   -1.34033e-07   -7.82912e-04
5.37622e+00   -2.07837e-06   -1.30221e-07   -8.24633e-04
5.38407e+00   -2.07752e-06   -1.24309e-07   -8.62728e-04
5.39225e+00   -2.07660e-06   -1.42896e-07   -9.00540e-04
5.40011e+00   -2.07569e-06   -1.44843e-07   -9.34157e-04
5.40829e+00   -2.07472e-06   -1.26872e-07   -9.66426e-04
5.41614e+00   -2.07378e-06   -1.31134e-07   -9.94982e-04
5.42433e+00   -2.07278e-06   -1.36730e-07   -1.02224e-03
5.43218e+00   -2.07181e-06   -1.28076e-07   -1.04599e-03
5.44003e+00   -2.07084e-06   -1.32040e-07   -1.06669e-03
5.44821e+00   -2.06983e-06   -1.11121e-07   -1.08526e-03
5.45607e+00   -2.06886e-06   -1.38007e-07   -1.10043e-03
5.46425e+00   -2.06785e-06   -1.27777e-07   -1.11345e-03
5.47210e+00   -2.06689e-06   -1.33920e-07   -1.12313e-03
5.48028e+00   -2.06591e-06   -1.47225e-07   -1.12993e-03
5.48814e+00   -2.06498e-06   -1.29338e-07   -1.13355e-03
5.49632e+00   -2.06403e-06   -1.20856e-07   -1.13441e-03
5.50417e+00   -2.06315e-06   -1.33390e-07   -1.13254e-03
5.51202e+00   -2.06230e-06   -1.44533e-07   -1.12775e-03
5.52020e+00   -2.06145e-06   -1.18753e-07   -1.11954e-03
5.52805e+00   -2.06066e-06   -1.26172e-07   -1.10896e-03
5.53623e+00   -2.05989e-06   -1.34493e-07   -1.09508e-03
5.54408e+00   -2.05918e-06   -1.14155e-07   -1.07921e-03
5.55226e+00   -2.05849e-06   -1.32304e-07   -1.05965e-03
5.56011e+00   -2.05788e-06   -1.42219e-07   -1.03808e-03
5.56829e+00   -2.05729e-06   -1.29602e-07   -1.01320e-03
5.57614e+00   -2.05678e-06   -1.37589e-07   -9.86810e-04
5.58432e+00   -2.05630e-06   -1.41183e-07   -9.56898e-04
5.59217e+00   -2.05590e-06   -1.22930e-07   -9.25583e-04
5.60002e+00   -2.05555e-06   -1.07274e-07   -8.92054e-04
5.60820e+00   -2.05526e-06   -1.50989e-07   -8.55182e-04
5.61605e+00   -2.05503e-06   -1.38369e-07   -8.17643e-04
5.62423e+00   -2.05487e-06   -1.32862e-07   -7.76481e-04
5.63208e+00   -2.05477e-06   -1.24712e-07   -7.34924e-04
5.64026e+00   -2.05474e-06   -1.47348e-07   -6.89905e-04
5.64811e+00   -2.05478e-06   -1.07305e-07   -6.45232e-04
5.65628e+00   -2.05488e-06   -1.12233e-07   -5.96978e-04
5.66413e+00   -2.05504e-06   -1.29853e-07   -5.49173e-04
5.67231e+00   -2.05528e-06   -1.27405e-07   -4.97958e-04
5.68016e+00   -2.05557e-06   -1.10659e-07   -4.47749e-04
5.68801e+00   -2.05592e-06   -1.18108e-07   -3.96588e-04
5.69619e+00   -2.05635e-06   -1.27636e-07   -3.42165e-04
5.70404e+00   -2.05683e-06   -1.35922e-07   -2.89074e-04
5.71221e+00   -2.05739e-06   -1.44910e-07   -2.33115e-04
5.72006e+00   -2.05798e-06   -1.35585e-07   -1.78938e-04
5.72824e+00   -2.05866e-06   -1.42249e-07   -1.22029e-04
5.73609e+00   -2.05937e-06   -1.29448e-07   -6.69703e-05
5.74427e+00   -2.06017e-06   -1.32790e-07   -9.47829e-06
5.75212e+00   -2.06098e-06   -1.06622e-07   4.56551e-05
5.76029e+00   -2.06188e-06   -1.26309e-07   1.02932e-04
5.76814e+00   -2.06278e-06   -1.44128e-07   1.57721e-04
5.77632e+00   -2.06375e-06   -1.27904e-07   2.14560e-04
5.78417e+00   -2.06472e-06   -1.23530e-07   2.68505e-04
5.79202e+00   -2.06573e-06   -1.26740e-07   3.21663e-04
5.80020e+00   -2.06680e-06   -1.31879e-07   3.76442e-04
5.80805e+00   -2.06785e-06   -1.36132e-07   4.28189e-04
5.81623e+00   -2.06896e-06   -1.40104e-07   4.81138e-04
5.82408e+00   -2.07004e-06   -1.51610e-07   5.30683e-04
5.83226e+00   -2.07118e-06   -1.46501e-07   5.80842e-04
5.84011e+00   -2.07227e-06   -1.24868e-07   6.27775e-04
5.84829e+00   -2.07341e-06   -1.29706e-07   6.75137e-04
5.85614e+00   -2.07449e-06   -1.23307e-07   7.19062e-04
5.86431e+00   -2.07560e-06   -1.24978e-07   7.62816e-04
5.87217e+00   -2.07665e-06   -1.08315e-07   8.02947e-04
5.88002e+00   -2.07767e-06   -1.37022e-07   8.41374e-04
5.88820e+00   -2.07871e-06   -1.12635e-07   8.79318e-04
5.89605e+00   -2.07968e-06   -1.36613e-07   9.13618e-04
5.90423e+00   -2.08064e-06   -1.48945e-07   9.46828e-04
5.91208e+00   -2.08152e-06   -1.38826e-07   9.76511e-04
5.92026e+00   -2.08240e-06   -1.26327e-07   1.00498e-03
5.92811e+00   -2.08319e-06   -1.33028e-07   1.02996e-03
5.93629e+00   -2.08396e-06   -1.35667e-07   1.05329e-03
5.94414e+00   -2.08464e-06   -1.34723e-07   1.07297e-03
5.95232e+00   -2.08528e-06   -1.48653e-07   1.09089e-03
5.96017e+00   -2.08583e-06   -1.36647e-07   1.10530e-03
5.96802e+00   -2.08632e-06   -1.45794e-07   1.11719e-03
5.97620e+00   -2.08676e-06   -1.21026e-07   1.12660e-03
5.98405e+00   -2.08711e-06   -1.55334e-07   1.13275e-03
5.99223e+00   -2.08741e-06   -1.42982e-07   1.13645e-03
6.00009e+00   -2.08762e-06   -1.54680e-07   1.13706e-03
6.00826e+00   -2.08778e-06   -1.42737e-07   1.13485e-03
6.01612e+00   -2.08786e-06   -1.25053e-07   1.12979e-03
6.02430e+00   -2.08787e-06   -1.37870e-07   1.12152e-03
6.03215e+00   -2.08782e-06   -1.31691e-07   1.11102e-03
6.04000e+00   -2.08771e-06   -1.37621e-07   1.09771e-03
6.04818e+00   -2.08753e-06   -1.41403e-07   1.08100e-03
6.05603e+00   -2.08729e-06   -1.08786e-07   1.06212e-03
6.06421e+00   -2.08698e-06   -1.34748e-07   1.03973e-03
6.07206e+00   -2.08663e-06   -1.41393e-07   1.01576e-03
6.08024e+00   -2.08621e-06   -1.24562e-07   9.88034e-04
6.08809e+00   -2.08576e-06   -1.35148e-07   9.58938e-04
6.09627e+00   -2.08525e-06   -1.47671e-07   9.26007e-04
6.10412e+00   -2.08471e-06   -1.36396e-07   8.92189e-04
6.11230e+00   -2.08412e-06   -1.46999e-07   8.54613e-04
6.12016e+00   -2.08352e-06   -1.48027e-07   8.16310e-04
6.12801e+00   -2.08289e-06   -1.34174e-07   7.76000e-04
6.13619e+00   -2.08222e-06   -1.39785e-07   7.31875e-04
6.14404e+00   -2.08156e-06   -1.29970e-07   6.87812e-04
6.15222e+00   -2.08085e-06   -1.28598e-07   6.40042e-04
6.16007e+00   -2.08016e-06   -1.10387e-07   5.92470e-04
6.16825e+00   -2.07944e-06   -1.58787e-07   5.41369e-04
6.17610e+00   -2.07874e-06   -1.39663e-07   4.90923e-04
6.18427e+00   -2.07800e-06   -1.32436e-07   4.37124e-04
6.19213e+00   -2.07730e-06   -1.57599e-07   3.84271e-04
6.20030e+00   -2.07657e-06   -1.49880e-07   3.28160e-04
6.20816e+00   -2.07589e-06   -1.30748e-07   2.73459e-04
6.21601e+00   -2.07521e-06   -1.44431e-07   2.17997e-04
6.22418e+00   -2.07452e-06   -1.38043e-07   1.59703e-04
6.23203e+00   -2.07388e-06   -1.39038e-07   1.03223e-04
6.24021e+00   -2.07323e-06   -1.34097e-07   4.40639e-05
6.24806e+00   -2.07264e-06   -1.14978e-07   -1.27663e-05
6.25624e+00   -2.07204e-06   -1.25292e-07   -7.19787e-05
6.26409e+00   -2.07149e-06   -1.13807e-07   -1.28876e-04
6.27227e+00   -2.07095e-06   -1.55311e-07   -1.87849e-04
6.28012e+00   -2.07045e-06   -1.57555e-07   -2.43978e-04
6.28830e+00   -2.06997e-06   -1.52783e-07   -3.01712e-04
6.29615e+00   -2.06952e-06   -1.44544e-07   -3.56516e-04
6.30400e+00   -2.06910e-06   -1.48881e-07   -4.10603e-04
6.31218e+00   -2.06869e-06   -1.26512e-07   -4.65975e-04
6.32003e+00   -2.06832e-06   -1.39706e-07   -5.17942e-04
6.32821e+00   -2.06797e-06   -1.60931e-07   -5.70556e-04
6.33606e+00   -2.06765e-06   -1.44037e-07   -6.19929e-04
6.34424e+00   -2.06734e-06   -1.27923e-07   -6.69925e-04
6.35209e+00   -2.06707e-06   -1.21532e-07   -7.16327e-04
6.36027e+00   -2.06681e-06   -1.37732e-07   -7.62776e-04
6.36812e+00   -2.06659e-06   -1.19293e-07   -8.05502e-04
6.37630e+00   -2.06637e-06   -1.38896e-07   -8.48003e-04
