# t [orb]   torque   torque_smoothing   torque_M2
1.18168e+02   -2.07345e-06   -1.19926e-07   4.70030e-04
1.18176e+02   -2.07344e-06   -1.45732e-07   4.16337e-04
1.18184e+02   -2.07343e-06   -1.32631e-07   3.63798e-04
1.18192e+02   -2.07342e-06   -1.48604e-07   3.07953e-04
1.18200e+02   -2.07341e-06   -1.26338e-07   2.53929e-04
1.18208e+02   -2.07340e-06   -1.28466e-07   1.99257e-04
1.18216e+02   -2.07339e-06   -1.27962e-07   1.41560e-04
1.18224e+02   -2.07339e-06   -1.52798e-07   8.58174e-05
1.18232e+02   -2.07338e-06   -1.31719e-07   2.73294e-05
1.18240e+02   -2.07338e-06   -1.28576e-07   -2.82918e-05
1.18248e+02   -2.07338e-06   -1.16405e-07   -8.63590e-05
1.18256e+02   -2.07338e-06   -1.30507e-07   -1.42097e-04
1.18264e+02   -2.07339e-06   -1.47158e-07   -1.99870e-04
1.18272e+02   -2.07340e-06   -1.26463e-07   -2.54856e-04
1.18280e+02   -2.07340e-06   -1.40877e-07   -3.10888e-04
1.18288e+02   -2.07341e-06   -1.20947e-07   -3.64272e-04
1.18296e+02   -2.07342e-06   -1.27638e-07   -4.16838e-04
1.18304e+02   -2.07343e-06   -1.18935e-07   -4.70835e-04
1.18312e+02   -2.07344e-06   -1.29007e-07   -5.21217e-04
1.18320e+02   -2.07345e-06   -1.29310e-07   -5.71813e-04
1.18328e+02   -2.07347e-06   -1.69292e-07   -6.19453e-04
1.18336e+02   -2.07349e-06   -1.37674e-07   -6.67494e-04
1.18344e+02   -2.07351e-06   -1.20499e-07   -7.12262e-04
1.18352e+02   -2.07353e-06   -1.56563e-07   -7.56554e-04
1.18360e+02   -2.07355e-06   -1.57669e-07   -7.97032e-04
1.18368e+02   -2.07357e-06   -1.40923e-07   -8.37556e-04
1.18376e+02   -2.07360e-06   -1.25824e-07   -8.74373e-04
1.18384e+02   -2.07362e-06   -1.04178e-07   -9.09347e-04
1.18392e+02   -2.07364e-06   -1.46020e-07   -9.42832e-04
1.18400e+02   -2.07366e-06   -1.36604e-07   -9.72661e-04
1.18408e+02   -2.07369e-06   -1.13786e-07   -1.00152e-03
1.18416e+02   -2.07371e-06   -1.14961e-07   -1.02680e-03
1.18424e+02   -2.07373e-06   -1.36518e-07   -1.05060e-03
1.18432e+02   -2.07375e-06   -1.55583e-07   -1.07033e-03
1.18440e+02   -2.07378e-06   -1.52533e-07   -1.08828e-03
1.18448e+02   -2.07380e-06   -1.31059e-07   -1.10299e-03
1.18456e+02   -2.07382e-06   -1.20846e-07   -1.11559e-03
1.18464e+02   -2.07385e-06   -1.28415e-07   -1.12486e-03
1.18472e+02   -2.07387e-06   -1.29397e-07   -1.13104e-03
1.18480e+02   -2.07390e-06   -1.25608e-07   -1.13477e-03
1.18488e+02   -2.07393e-06   -1.31752e-07   -1.13562e-03
1.18496e+02   -2.07396e-06   -1.62804e-07   -1.13368e-03
1.18504e+02   -2.07398e-06   -1.28061e-07   -1.12887e-03
1.18512e+02   -2.07400e-06   -1.30262e-07   -1.12078e-03
1.18520e+02   -2.07402e-06   -1.39354e-07   -1.11039e-03
1.18528e+02   -2.07404e-06   -1.47835e-07   -1.09673e-03
1.18536e+02   -2.07406e-06   -1.19389e-07   -1.08094e-03
1.18544e+02   -2.07408e-06   -1.63211e-07   -1.06160e-03
1.18552e+02   -2.07411e-06   -1.27217e-07   -1.04038e-03
1.18560e+02   -2.07413e-06   -1.20725e-07   -1.01564e-03
1.18568e+02   -2.07415e-06   -1.41635e-07   -9.89378e-04
1.18576e+02   -2.07418e-06   -1.45208e-07   -9.60636e-04
1.18584e+02   -2.07420e-06   -1.31192e-07   -9.28330e-04
1.18592e+02   -2.07423e-06   -1.12516e-07   -8.94987e-04
1.18600e+02   -2.07425e-06   -1.47485e-07   -8.57910e-04
1.18608e+02   -2.07427e-06   -1.31983e-07   -8.20166e-04
1.18616e+02   -2.07429e-06   -1.46729e-07   -7.78629e-04
1.18624e+02   -2.07431e-06   -1.48366e-07   -7.37123e-04
1.18632e+02   -2.07433e-06   -1.28986e-07   -6.91863e-04
1.18640e+02   -2.07434e-06   -1.36395e-07   -6.46636e-04
1.18648e+02   -2.07436e-06   -1.61006e-07   -5.97702e-04
1.18656e+02   -2.07437e-06   -1.16607e-07   -5.49256e-04
1.18664e+02   -2.07439e-06   -1.17323e-07   -4.99944e-04
1.18672e+02   -2.07440e-06   -1.19057e-07   -4.47006e-04
1.18680e+02   -2.07442e-06   -1.35311e-07   -3.95002e-04
1.18688e+02   -2.07444e-06   -1.58512e-07   -3.39579e-04
1.18696e+02   -2.07445e-06   -1.25991e-07   -2.85809e-04
1.18704e+02   -2.07447e-06   -1.72826e-07   -2.29367e-04
1.18712e+02   -2.07448e-06   -1.44279e-07   -1.74371e-04
1.18720e+02   -2.07448e-06   -1.43840e-07   -1.16556e-04
1.18728e+02   -2.07449e-06   -1.21424e-07   -6.04321e-05
1.18736e+02   -2.07449e-06   -1.47641e-07   -2.39478e-06
1.18744e+02   -2.07449e-06   -1.12032e-07   5.32383e-05
1.18752e+02   -2.07448e-06   -1.36224e-07   1.08999e-04
1.18760e+02   -2.07448e-06   -1.37809e-07   1.66933e-04
1.18768e+02   -2.07447e-06   -1.29947e-07   2.22381e-04
1.18776e+02   -2.07447e-06   -1.14419e-07   2.78845e-04
1.18784e+02   -2.07447e-06   -1.54066e-07   3.32433e-04
1.18792e+02   -2.07446e-06   -1.35353e-07   3.87561e-04
1.18800e+02   -2.07446e-06   -1.18710e-07   4.39807e-04
1.18808e+02   -2.07445e-06   -1.55287e-07   4.93216e-04
1.18816e+02   -2.07443e-06   -1.40531e-07   5.42474e-04
1.18824e+02   -2.07442e-06   -1.43451e-07   5.92621e-04
1.18832e+02   -2.07441e-06   -1.41780e-07   6.39440e-04
1.18840e+02   -2.07439e-06   -1.59259e-07   6.85063e-04
1.18848e+02   -2.07437e-06   -1.34175e-07   7.30671e-04
1.18856e+02   -2.07434e-06   -1.43820e-07   7.72081e-04
1.18864e+02   -2.07432e-06   -1.46580e-07   8.13469e-04
1.18872e+02   -2.07430e-06   -1.29742e-07   8.51313e-04
1.18880e+02   -2.07428e-06   -1.34310e-07   8.88931e-04
1.18888e+02   -2.07426e-06   -1.49522e-07   9.22459e-04
1.18896e+02   -2.07423e-06   -1.15651e-07   9.54660e-04
1.18904e+02   -2.07421e-06   -1.25334e-07   9.83478e-04
1.18912e+02   -2.07419e-06   -1.52673e-07   1.01107e-03
1.18920e+02   -2.07416e-06   -1.58124e-07   1.03538e-03
1.18928e+02   -2.07413e-06   -1.25732e-07   1.05667e-03
1.18936e+02   -2.07411e-06   -1.42444e-07   1.07597e-03
1.18944e+02   -2.07408e-06   -1.26017e-07   1.09202e-03
1.18952e+02   -2.07404e-06   -1.36469e-07   1.10605e-03
1.18960e+02   -2.07400e-06   -1.33452e-07   1.11694e-03
1.18968e+02   -2.07397e-06   -1.30603e-07   1.12493e-03
1.18976e+02   -2.07393e-06   -1.18951e-07   1.12980e-03
1.18984e+02   -2.07390e-06   -1.38154e-07   1.13209e-03
1.18992e+02   -2.07386e-06   -1.37325e-07   1.13163e-03
1.19000e+02   -2.07383e-06   -1.39025e-07   1.12824e-03
1.19008e+02   -2.07380e-06   -1.41459e-07   1.12187e-03
1.19016e+02   -2.07377e-06   -1.39408e-07   1.11283e-03
1.19024e+02   -2.07373e-06   -1.43303e-07   1.10062e-03
1.19032e+02   -2.07370e-06   -1.28994e-07   1.08624e-03
1.19040e+02   -2.07367e-06   -1.41344e-07   1.06840e-03
1.19048e+02   -2.07364e-06   -1.40622e-07   1.04849e-03
1.19056e+02   -2.07360e-06   -1.55372e-07   1.02507e-03
1.19064e+02   -2.07357e-06   -1.18487e-07   1.00008e-03
1.19072e+02   -2.07354e-06   -1.14281e-07   9.71393e-04
1.19080e+02   -2.07351e-06   -1.42748e-07   9.41472e-04
1.19088e+02   -2.07348e-06   -1.35533e-07   9.07932e-04
1.19096e+02   -2.07345e-06   -1.52611e-07   8.73404e-04
1.19104e+02   -2.07343e-06   -1.44807e-07   8.36756e-04
1.19112e+02   -2.07341e-06   -1.51021e-07   7.96279e-04
1.19120e+02   -2.07339e-06   -1.00762e-07   7.55626e-04
1.19128e+02   -2.07337e-06   -1.47871e-07   7.11335e-04
1.19136e+02   -2.07335e-06   -1.45114e-07   6.66968e-04
1.19144e+02   -2.07334e-06   -1.33860e-07   6.18971e-04
1.19152e+02   -2.07333e-06   -1.30374e-07   5.71185e-04
1.19160e+02   -2.07332e-06   -1.49998e-07   5.20357e-04
1.19168e+02   -2.07331e-06   -1.21573e-07   4.70136e-04
1.19176e+02   -2.07330e-06   -1.51522e-07   4.16530e-04
1.19184e+02   -2.07330e-06   -1.56810e-07   3.63873e-04
1.19192e+02   -2.07329e-06   -1.27222e-07   3.10201e-04
1.19200e+02   -2.07329e-06   -1.70453e-07   2.54137e-04
1.19208e+02   -2.07330e-06   -1.40901e-07   1.99383e-04
1.19216e+02   -2.07330e-06   -1.54862e-07   1.41775e-04
1.19224e+02   -2.07331e-06   -1.18750e-07   8.58408e-05
1.19232e+02   -2.07332e-06   -1.25264e-07   2.75198e-05
1.19240e+02   -2.07334e-06   -1.36349e-07   -2.80371e-05
1.19248e+02   -2.07335e-06   -1.27165e-07   -8.62525e-05
1.19256e+02   -2.07337e-06   -1.63609e-07   -1.41930e-04
1.19264e+02   -2.07339e-06   -1.41596e-07   -1.99894e-04
1.19272e+02   -2.07341e-06   -1.45842e-07   -2.54611e-04
1.19280e+02   -2.07342e-06   -1.21950e-07   -3.08498e-04
1.19288e+02   -2.07344e-06   -1.31315e-07   -3.64243e-04
1.19296e+02   -2.07346e-06   -1.46748e-07   -4.16847e-04
1.19304e+02   -2.07348e-06   -1.39298e-07   -4.70845e-04
1.19312e+02   -2.07351e-06   -1.18891e-07   -5.20920e-04
1.19320e+02   -2.07353e-06   -1.54148e-07   -5.71785e-04
1.19328e+02   -2.07355e-06   -1.17097e-07   -6.19476e-04
1.19336e+02   -2.07358e-06   -1.19565e-07   -6.67584e-04
1.19344e+02   -2.07361e-06   -1.51514e-07   -7.12277e-04
1.19352e+02   -2.07364e-06   -1.32759e-07   -7.56357e-04
1.19360e+02   -2.07367e-06   -1.39782e-07   -7.97070e-04
1.19368e+02   -2.07370e-06   -1.46655e-07   -8.36014e-04
1.19376e+02   -2.07373e-06   -1.58984e-07   -8.74496e-04
1.19384e+02   -2.07376e-06   -1.32686e-07   -9.09195e-04
1.19392e+02   -2.07379e-06   -1.49068e-07   -9.42561e-04
1.19400e+02   -2.07382e-06   -1.40640e-07   -9.72619e-04
1.19408e+02   -2.07385e-06   -1.19652e-07   -1.00148e-03
1.19416e+02   -2.07388e-06   -1.48993e-07   -1.02678e-03
1.19424e+02   -2.07391e-06   -1.54054e-07   -1.05028e-03
1.19432e+02   -2.07394e-06   -1.20812e-07   -1.07005e-03
1.19440e+02   -2.07397e-06   -1.28264e-07   -1.08819e-03
1.19448e+02   -2.07400e-06   -1.60703e-07   -1.10291e-03
1.19456e+02   -2.07403e-06   -1.11156e-07   -1.11541e-03
1.19464e+02   -2.07406e-06   -1.26636e-07   -1.12449e-03
1.19472e+02   -2.07409e-06   -1.46084e-07   -1.13076e-03
1.19480e+02   -2.07412e-06   -1.54442e-07   -1.13460e-03
1.19488e+02   -2.07414e-06   -1.41646e-07   -1.13550e-03
1.19496e+02   -2.07417e-06   -1.37786e-07   -1.13344e-03
1.19504e+02   -2.07419e-06   -1.48649e-07   -1.12861e-03
1.19512e+02   -2.07421e-06   -1.19114e-07   -1.12064e-03
1.19520e+02   -2.07423e-06   -1.46338e-07   -1.11034e-03
1.19528e+02   -2.07424e-06   -1.31331e-07   -1.09674e-03
1.19536e+02   -2.07425e-06   -1.21351e-07   -1.08090e-03
1.19544e+02   -2.07427e-06   -1.20265e-07   -1.06157e-03
1.19552e+02   -2.07428e-06   -1.18304e-07   -1.04037e-03
1.19560e+02   -2.07429e-06   -1.11762e-07   -1.01674e-03
1.19568e+02   -2.07430e-06   -1.33797e-07   -9.89496e-04
1.19576e+02   -2.07431e-06   -1.28971e-07   -9.60861e-04
1.19584e+02   -2.07432e-06   -1.50748e-07   -9.28542e-04
1.19592e+02   -2.07433e-06   -1.40697e-07   -8.95160e-04
1.19600e+02   -2.07434e-06   -1.22882e-07   -8.58143e-04
1.19608e+02   -2.07434e-06   -1.57639e-07   -8.20483e-04
1.19616e+02   -2.07435e-06   -1.33431e-07   -7.79162e-04
1.19624e+02   -2.07435e-06   -1.40054e-07   -7.37545e-04
1.19632e+02   -2.07434e-06   -1.36653e-07   -6.92201e-04
1.19640e+02   -2.07434e-06   -1.43386e-07   -6.46999e-04
1.19648e+02   -2.07433e-06   -1.28195e-07   -6.00174e-04
1.19656e+02   -2.07433e-06   -1.32134e-07   -5.50021e-04
1.19664e+02   -2.07432e-06   -1.29288e-07   -5.00506e-04
1.19672e+02   -2.07432e-06   -1.23090e-07   -4.47465e-04
1.19680e+02   -2.07431e-06   -1.29715e-07   -3.95457e-04
1.19688e+02   -2.07431e-06   -1.32602e-07   -3.40323e-04
1.19696e+02   -2.07430e-06   -1.39113e-07   -2.86679e-04
1.19704e+02   -2.07430e-06   -1.33293e-07   -2.29931e-04
1.19712e+02   -2.07429e-06   -1.48468e-07   -1.74753e-04
1.19720e+02   -2.07428e-06   -1.19644e-07   -1.16851e-04
1.19728e+02   -2.07427e-06   -1.53727e-07   -6.10433e-05
1.19736e+02   -2.07426e-06   -1.33861e-07   -5.31852e-06
1.19744e+02   -2.07425e-06   -1.49048e-07   5.29221e-05
1.19752e+02   -2.07423e-06   -1.32196e-07   1.08829e-04
1.19760e+02   -2.07421e-06   -1.43018e-07   1.66776e-04
1.19768e+02   -2.07420e-06   -1.21448e-07   2.21862e-04
1.19776e+02   -2.07419e-06   -1.29879e-07   2.78453e-04
1.19784e+02   -2.07417e-06   -1.23955e-07   3.32378e-04
1.19792e+02   -2.07416e-06   -1.19636e-07   3.87770e-04
1.19800e+02   -2.07414e-06   -1.22856e-07   4.39966e-04
1.19808e+02   -2.07413e-06   -1.31427e-07   4.92964e-04
1.19816e+02   -2.07411e-06   -1.28132e-07   5.42456e-04
1.19824e+02   -2.07409e-06   -1.21265e-07   5.90980e-04
1.19832e+02   -2.07407e-06   -1.48499e-07   6.40052e-04
1.19840e+02   -2.07405e-06   -1.26877e-07   6.85510e-04
1.19848e+02   -2.07403e-06   -1.18121e-07   7.30826e-04
1.19856e+02   -2.07400e-06   -1.31422e-07   7.72456e-04
1.19864e+02   -2.07397e-06   -1.40829e-07   8.14182e-04
1.19872e+02   -2.07395e-06   -1.06566e-07   8.52218e-04
1.19880e+02   -2.07392e-06   -1.17501e-07   8.89506e-04
1.19888e+02   -2.07390e-06   -1.23574e-07   9.22871e-04
1.19896e+02   -2.07388e-06   -1.02049e-07   9.55308e-04
1.19904e+02   -2.07386e-06   -1.32300e-07   9.84366e-04
1.19912e+02   -2.07384e-06   -1.45596e-07   1.01100e-03
1.19920e+02   -2.07381e-06   -1.04187e-07   1.03595e-03
1.19928e+02   -2.07379e-06   -1.24693e-07   1.05713e-03
1.19936e+02   -2.07377e-06   -1.45999e-07   1.07663e-03
1.19944e+02   -2.07374e-06   -1.25484e-07   1.09289e-03
1.19952e+02   -2.07372e-06   -1.24731e-07   1.10694e-03
1.19960e+02   -2.07369e-06   -1.36498e-07   1.11746e-03
1.19968e+02   -2.07367e-06   -1.26902e-07   1.12546e-03
1.19976e+02   -2.07364e-06   -1.37221e-07   1.13052e-03
1.19984e+02   -2.07362e-06   -1.19957e-07   1.13298e-03
1.19992e+02   -2.07360e-06   -1.40331e-07   1.13249e-03
1.20000e+02   -2.07359e-06   -1.17246e-07   1.12910e-03
1.20008e+02   -2.07357e-06   -1.35315e-07   1.12254e-03
1.20016e+02   -2.07356e-06   -1.43306e-07   1.11365e-03
1.20024e+02   -2.07354e-06   -1.07975e-07   1.10157e-03
1.20032e+02   -2.07352e-06   -1.51797e-07   1.08719e-03
1.20040e+02   -2.07351e-06   -1.56279e-07   1.06929e-03
1.20048e+02   -2.07349e-06   -1.38701e-07   1.04938e-03
1.20056e+02   -2.07347e-06   -1.13736e-07   1.02606e-03
1.20064e+02   -2.07345e-06   -1.34542e-07   1.00116e-03
1.20072e+02   -2.07343e-06   -1.22120e-07   9.72564e-04
1.20080e+02   -2.07342e-06   -1.34792e-07   9.42648e-04
1.20088e+02   -2.07340e-06   -1.02028e-07   9.10424e-04
1.20096e+02   -2.07339e-06   -1.32434e-07   8.74550e-04
1.20104e+02   -2.07339e-06   -1.38416e-07   8.37959e-04
1.20112e+02   -2.07338e-06   -1.15618e-07   7.97521e-04
1.20120e+02   -2.07338e-06   -1.55063e-07   7.56893e-04
1.20128e+02   -2.07337e-06   -1.30359e-07   7.12546e-04
1.20136e+02   -2.07337e-06   -1.52865e-07   6.68169e-04
1.20144e+02   -2.07336e-06   -1.33610e-07   6.20202e-04
1.20152e+02   -2.07336e-06   -1.30243e-07   5.72564e-04
1.20160e+02   -2.07336e-06   -1.23595e-07   5.21696e-04
1.20168e+02   -2.07336e-06   -1.51029e-07   4.71401e-04
1.20176e+02   -2.07336e-06   -1.42073e-07   4.19918e-04
1.20184e+02   -2.07336e-06   -1.25111e-07   3.65140e-04
1.20192e+02   -2.07337e-06   -1.28595e-07   3.11726e-04
1.20200e+02   -2.07337e-06   -1.35105e-07   2.55540e-04
1.20208e+02   -2.07338e-06   -1.30842e-07   2.00682e-04
1.20216e+02   -2.07340e-06   -1.23188e-07   1.42991e-04
1.20224e+02   -2.07341e-06   -1.56418e-07   8.71790e-05
1.20232e+02   -2.07343e-06   -1.35830e-07   2.90631e-05
1.20240e+02   -2.07345e-06   -1.54737e-07   -2.66684e-05
1.20248e+02   -2.07347e-06   -1.31829e-07   -8.49843e-05
1.20256e+02   -2.07349e-06   -1.22633e-07   -1.40771e-04
1.20264e+02   -2.07351e-06   -1.44080e-07   -1.98546e-04
1.20272e+02   -2.07354e-06   -1.34981e-07   -2.53182e-04
1.20280e+02   -2.07357e-06   -1.31228e-07   -3.07256e-04
1.20288e+02   -2.07359e-06   -1.44892e-07   -3.63082e-04
1.20296e+02   -2.07362e-06   -1.52313e-07   -4.15809e-04
1.20304e+02   -2.07365e-06   -1.40311e-07   -4.69695e-04
1.20312e+02   -2.07368e-06   -1.55983e-07   -5.19757e-04
1.20320e+02   -2.07371e-06   -1.36377e-07   -5.70760e-04
1.20328e+02   -2.07374e-06   -1.13993e-07   -6.18548e-04
1.20336e+02   -2.07377e-06   -1.58862e-07   -6.66743e-04
1.20344e+02   -2.07380e-06   -1.42440e-07   -7.11238e-04
1.20352e+02   -2.07384e-06   -1.29443e-07   -7.55476e-04
1.20360e+02   -2.07387e-06   -1.39109e-07   -7.96338e-04
1.20368e+02   -2.07391e-06   -1.35949e-07   -8.35367e-04
1.20376e+02   -2.07394e-06   -1.35551e-07   -8.73831e-04
1.20384e+02   -2.07397e-06   -1.54437e-07   -9.08425e-04
1.20392e+02   -2.07400e-06   -1.49650e-07   -9.42038e-04
1.20400e+02   -2.07403e-06   -1.38505e-07   -9.72196e-04
1.20408e+02   -2.07406e-06   -1.46704e-07   -1.00115e-03
1.20416e+02   -2.07409e-06   -1.40654e-07   -1.02643e-03
1.20424e+02   -2.07411e-06   -1.50792e-07   -1.04994e-03
1.20432e+02   -2.07414e-06   -1.07533e-07   -1.06989e-03
1.20440e+02   -2.07416e-06   -1.39399e-07   -1.08814e-03
1.20448e+02   -2.07419e-06   -1.41710e-07   -1.10297e-03
1.20456e+02   -2.07421e-06   -1.31786e-07   -1.11506e-03
1.20464e+02   -2.07424e-06   -1.31057e-07   -1.12457e-03
1.20472e+02   -2.07427e-06   -1.35178e-07   -1.13096e-03
1.20480e+02   -2.07429e-06   -1.07928e-07   -1.13481e-03
1.20488e+02   -2.07431e-06   -1.32742e-07   -1.13575e-03
1.20496e+02   -2.07433e-06   -1.44072e-07   -1.13368e-03
1.20504e+02   -2.07435e-06   -1.53619e-07   -1.12878e-03
1.20512e+02   -2.07437e-06   -1.43089e-07   -1.12088e-03
1.20520e+02   -2.07438e-06   -1.52220e-07   -1.11054e-03
1.20528e+02   -2.07439e-06   -1.66814e-07   -1.09692e-03
1.20536e+02   -2.07440e-06   -1.11040e-07   -1.08100e-03
1.20544e+02   -2.07440e-06   -1.42244e-07   -1.06251e-03
1.20552e+02   -2.07441e-06   -1.42505e-07   -1.04055e-03
1.20560e+02   -2.07442e-06   -1.35402e-07   -1.01688e-03
1.20568e+02   -2.07443e-06   -1.17588e-07   -9.89590e-04
1.20576e+02   -2.07443e-06   -1.28969e-07   -9.60884e-04
1.20584e+02   -2.07444e-06   -1.34619e-07   -9.28572e-04
1.20592e+02   -2.07444e-06   -1.44727e-07   -8.95191e-04
1.20600e+02   -2.07443e-06   -1.50820e-07   -8.58148e-04
1.20608e+02   -2.07443e-06   -1.51320e-07   -8.20411e-04
1.20616e+02   -2.07442e-06   -1.41036e-07   -7.79025e-04
1.20624e+02   -2.07441e-06   -1.39556e-07   -7.37403e-04
1.20632e+02   -2.07439e-06   -1.78953e-07   -6.93881e-04
1.20640e+02   -2.07438e-06   -1.13214e-07   -6.46810e-04
1.20648e+02   -2.07436e-06   -1.26654e-07   -5.99949e-04
1.20656e+02   -2.07434e-06   -1.51623e-07   -5.49687e-04
1.20664e+02   -2.07432e-06   -1.37420e-07   -5.00093e-04
1.20672e+02   -2.07431e-06   -1.30237e-07   -4.47039e-04
1.20680e+02   -2.07429e-06   -1.40824e-07   -3.95038e-04
1.20688e+02   -2.07427e-06   -1.50037e-07   -3.39808e-04
1.20696e+02   -2.07426e-06   -1.29722e-07   -2.86097e-04
1.20704e+02   -2.07423e-06   -1.24862e-07   -2.29307e-04
1.20712e+02   -2.07421e-06   -1.19420e-07   -1.74169e-04
1.20720e+02   -2.07418e-06   -1.27760e-07   -1.18637e-04
1.20728e+02   -2.07415e-06   -1.50580e-07   -6.04601e-05
1.20736e+02   -2.07413e-06   -1.49331e-07   -4.65180e-06
1.20744e+02   -2.07410e-06   -1.23385e-07   5.36857e-05
1.20752e+02   -2.07408e-06   -1.53421e-07   1.09555e-04
1.20760e+02   -2.07405e-06   -1.45825e-07   1.67448e-04
1.20768e+02   -2.07402e-06   -1.39138e-07   2.22584e-04
1.20776e+02   -2.07400e-06   -1.33005e-07   2.79309e-04
1.20784e+02   -2.07397e-06   -1.40801e-07   3.33265e-04
1.20792e+02   -2.07395e-06   -1.49797e-07   3.88570e-04
1.20800e+02   -2.07393e-06   -1.49295e-07   4.40679e-04
1.20808e+02   -2.07390e-06   -1.28754e-07   4.91623e-04
1.20816e+02   -2.07388e-06   -1.34341e-07   5.43416e-04
1.20824e+02   -2.07385e-06   -1.25157e-07   5.91918e-04
1.20832e+02   -2.07383e-06   -1.23015e-07   6.40840e-04
1.20840e+02   -2.07380e-06   -1.35770e-07   6.86195e-04
1.20848e+02   -2.07378e-06   -1.28783e-07   7.31581e-04
1.20856e+02   -2.07376e-06   -1.43393e-07   7.73468e-04
1.20864e+02   -2.07374e-06   -1.36871e-07   8.15118e-04
1.20872e+02   -2.07373e-06   -1.47415e-07   8.53026e-04
1.20880e+02   -2.07371e-06   -1.30998e-07   8.90183e-04
1.20888e+02   -2.07369e-06   -1.47013e-07   9.23691e-04
1.20896e+02   -2.07367e-06   -1.53878e-07   9.55066e-04
1.20904e+02   -2.07365e-06   -1.52578e-07   9.85286e-04
1.20912e+02   -2.07363e-06   -1.42442e-07   1.01181e-03
1.20920e+02   -2.07361e-06   -1.38146e-07   1.03671e-03
1.20928e+02   -2.07359e-06   -1.20039e-07   1.05807e-03
1.20936e+02   -2.07357e-06   -1.39605e-07   1.07769e-03
1.20944e+02   -2.07355e-06   -1.48622e-07   1.09383e-03
1.20952e+02   -2.07354e-06   -1.46644e-07   1.10774e-03
1.20960e+02   -2.07352e-06   -1.31804e-07   1.11823e-03
1.20968e+02   -2.07351e-06   -1.37294e-07   1.12643e-03
1.20976e+02   -2.07350e-06   -1.38152e-07   1.13155e-03
1.20984e+02   -2.07349e-06   -1.39383e-07   1.13391e-03
1.20992e+02   -2.07348e-06   -1.43934e-07   1.13334e-03
1.21000e+02   -2.07346e-06   -1.59511e-07   1.12991e-03
1.21008e+02   -2.07345e-06   -1.45266e-07   1.12351e-03
1.21016e+02   -2.07345e-06   -1.41229e-07   1.11463e-03
1.21024e+02   -2.07344e-06   -1.11981e-07   1.10246e-03
1.21032e+02   -2.07343e-06   -1.28242e-07   1.08788e-03
1.21040e+02   -2.07342e-06   -1.34155e-07   1.07000e-03
1.21048e+02   -2.07342e-06   -1.10762e-07   1.05027e-03
1.21056e+02   -2.07342e-06   -1.16181e-07   1.02696e-03
1.21064e+02   -2.07342e-06   -1.31319e-07   1.00197e-03
1.21072e+02   -2.07343e-06   -1.43714e-07   9.73164e-04
1.21080e+02   -2.07343e-06   -1.36116e-07   9.43331e-04
1.21088e+02   -2.07343e-06   -1.43193e-07   9.11218e-04
1.21096e+02   -2.07344e-06   -1.42766e-07   8.75348e-04
1.21104e+02   -2.07344e-06   -1.35867e-07   8.38664e-04
1.21112e+02   -2.07345e-06   -1.65626e-07   7.98180e-04
1.21120e+02   -2.07345e-06   -1.42687e-07   7.57587e-04
1.21128e+02   -2.07346e-06   -1.23434e-07   7.13271e-04
1.21136e+02   -2.07346e-06   -1.45934e-07   6.68892e-04
1.21144e+02   -2.07347e-06   -1.36613e-07   6.20781e-04
1.21152e+02   -2.07348e-06   -1.25263e-07   5.73072e-04
1.21160e+02   -2.07349e-06   -1.46106e-07   5.22242e-04
1.21168e+02   -2.07350e-06   -1.30607e-07   4.71985e-04
1.21176e+02   -2.07352e-06   -1.45924e-07   4.20521e-04
1.21184e+02   -2.07353e-06   -1.49169e-07   3.65726e-04
1.21192e+02   -2.07355e-06   -1.48570e-07   3.12349e-04
1.21200e+02   -2.07356e-06   -1.25790e-07   2.56016e-04
1.21208e+02   -2.07357e-06   -1.26388e-07   2.01152e-04
1.21216e+02   -2.07359e-06   -1.44179e-07   1.43497e-04
1.21224e+02   -2.07360e-06   -1.32043e-07   8.77553e-05
1.21232e+02   -2.07362e-06   -1.14572e-07   2.96312e-05
1.21240e+02   -2.07363e-06   -1.57705e-07   -2.63079e-05
1.21248e+02   -2.07365e-06   -1.27497e-07   -8.46209e-05
1.21256e+02   -2.07367e-06   -1.18155e-07   -1.40398e-04
1.21264e+02   -2.07369e-06   -1.48080e-07   -1.95754e-04
1.21272e+02   -2.07372e-06   -1.27599e-07   -2.52806e-04
1.21280e+02   -2.07374e-06   -1.43529e-07   -3.07056e-04
1.21288e+02   -2.07376e-06   -1.50020e-07   -3.62843e-04
1.21296e+02   -2.07379e-06   -1.33351e-07   -4.15476e-04
1.21304e+02   -2.07381e-06   -1.41811e-07   -4.69168e-04
1.21312e+02   -2.07384e-06   -1.38778e-07   -5.19486e-04
1.21320e+02   -2.07386e-06   -1.30452e-07   -5.70668e-04
1.21328e+02   -2.07389e-06   -1.63532e-07   -6.18408e-04
1.21336e+02   -2.07391e-06   -1.26989e-07   -6.66451e-04
1.21344e+02   -2.07394e-06   -1.29119e-07   -7.10815e-04
1.21352e+02   -2.07396e-06   -1.08942e-07   -7.53637e-04
1.21360e+02   -2.07399e-06   -1.34962e-07   -7.96354e-04
1.21368e+02   -2.07401e-06   -1.20983e-07   -8.35341e-04
1.21376e+02   -2.07404e-06   -1.26964e-07   -8.73665e-04
1.21384e+02   -2.07407e-06   -1.27782e-07   -9.08264e-04
1.21392e+02   -2.07409e-06   -1.18606e-07   -9.42116e-04
